REPORT#,GROWER,ADDRESS,ADDRESS 2,CITY,STATE,ZIP,FARM ,LAYERID,COUNTY,SAMPLE ID,LAST CROP,LIME MONTH,LIME YEAR,LIME IN TONNES,SOIL CLASS,HMA RESULT,VW RESULT,CATION EXCHANGE,BASE SAT.,AC,pH,P,K,Ca,Mg,Mn,Mn Avail Crop1,Mn Avail Crop2,Zn,Zn Avail,Cu,S,SS Result,NN Result,AM Result,Na,Crop 1,LIME CROP1,NIT CROP1,PHO CROP1,POT CROP1,Mg CROP1,S CROP1,Cu CROP1,Zn CROP1,B CROP1,Mn CROP1,Comment Crop1,Note CROP1,Crop 2,LIME CROP2,NIT CROP2,PHO CROP2,POT CROP2,Mg CROP2,Cu CROP2,Zn CROP2,B CROP2,Mn CROP2,Comment Crop2,Note CROP2,Rpt CoverType (Rpt Soil Notes),Narrative,Copy1,Copy2,Copy3,Copy4,Complete Date
SL023903,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,RESSTATION,,Lenoir,B78,,0,0,0,MIN,0.97,1.34,6.3,79,1.3,5.8,587,47,64,11,164,115,,762,762,655,31,,,,0.1,"Corn, grain",0.3,120 - 160,0,50,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,"ATTENTION: This report was flagged with a 'C' and/or 'Z' to alert you that copper and/or zinc have accumulated in the soil and are approaching a level that could be detrimental to crop production. The C and Z symbols are printed on your report for soil test Zn and Cu index levels of 2000 or more for agronomic crops; for peanuts with zinc, the level is 250. This note is designed to be a 'trigger' that allows enough time to either reduce the rate of application or find another field for application of biosolids and/or waste water. The CTL (critical toxic level) for Cu and Zn is set at a 3000 index; for peanuts with zinc, the level is 500. Maintaining a pH of 6.0 or higher may reduce potential for toxicity, especially for Zn. These levels are used by DENR as a benchmark to determine when application of waste products should be stopped. The CTL for copper and zinc was set to prevent levels from accumulating to the point where they become toxic to crops grown on a field.",,,,,2/12/2019
SL023903,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,RESSTATION,,Lenoir,B91,,0,0,0,MIN,1.25,1.13,6.2,76,1.5,5.7,182,118,50,17,109,82,,69,69,68,34,,,,0.1,"Corn, grain",0.5,120 - 160,0,0,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,"ATTENTION: This report was flagged with a 'C' and/or 'Z' to alert you that copper and/or zinc have accumulated in the soil and are approaching a level that could be detrimental to crop production. The C and Z symbols are printed on your report for soil test Zn and Cu index levels of 2000 or more for agronomic crops; for peanuts with zinc, the level is 250. This note is designed to be a 'trigger' that allows enough time to either reduce the rate of application or find another field for application of biosolids and/or waste water. The CTL (critical toxic level) for Cu and Zn is set at a 3000 index; for peanuts with zinc, the level is 500. Maintaining a pH of 6.0 or higher may reduce potential for toxicity, especially for Zn. These levels are used by DENR as a benchmark to determine when application of waste products should be stopped. The CTL for copper and zinc was set to prevent levels from accumulating to the point where they become toxic to crops grown on a field.",,,,,2/12/2019
SL023903,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,RESSTATION,,Lenoir,B92,,0,0,0,MIN,2.37,1.03,9.5,83,1.6,6,215,173,56,18,94,73,,72,72,78,37,,,,0.1,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,"ATTENTION: This report was flagged with a 'C' and/or 'Z' to alert you that copper and/or zinc have accumulated in the soil and are approaching a level that could be detrimental to crop production. The C and Z symbols are printed on your report for soil test Zn and Cu index levels of 2000 or more for agronomic crops; for peanuts with zinc, the level is 250. This note is designed to be a 'trigger' that allows enough time to either reduce the rate of application or find another field for application of biosolids and/or waste water. The CTL (critical toxic level) for Cu and Zn is set at a 3000 index; for peanuts with zinc, the level is 500. Maintaining a pH of 6.0 or higher may reduce potential for toxicity, especially for Zn. These levels are used by DENR as a benchmark to determine when application of waste products should be stopped. The CTL for copper and zinc was set to prevent levels from accumulating to the point where they become toxic to crops grown on a field.",,,,,2/12/2019
SL023903,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,RESSTATION,,Lenoir,B93,,0,0,0,MIN,0.81,1.21,3.7,53,1.8,5.1,262,59,34,11,93,73,,86,86,73,37,,,,0.1,"Corn, grain",1.1,120 - 160,0,30,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,"ATTENTION: This report was flagged with a 'C' and/or 'Z' to alert you that copper and/or zinc have accumulated in the soil and are approaching a level that could be detrimental to crop production. The C and Z symbols are printed on your report for soil test Zn and Cu index levels of 2000 or more for agronomic crops; for peanuts with zinc, the level is 250. This note is designed to be a 'trigger' that allows enough time to either reduce the rate of application or find another field for application of biosolids and/or waste water. The CTL (critical toxic level) for Cu and Zn is set at a 3000 index; for peanuts with zinc, the level is 500. Maintaining a pH of 6.0 or higher may reduce potential for toxicity, especially for Zn. These levels are used by DENR as a benchmark to determine when application of waste products should be stopped. The CTL for copper and zinc was set to prevent levels from accumulating to the point where they become toxic to crops grown on a field.",,,,,2/12/2019
SL023903,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,RESSTATION,,Lenoir,B94,,0,0,0,MIN,0.86,1.17,5.2,72,1.5,5.5,134,108,45,16,103,79,,87,87,56,34,,,,0.1,"Corn, grain",0.7,120 - 160,0,0,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,"ATTENTION: This report was flagged with a 'C' and/or 'Z' to alert you that copper and/or zinc have accumulated in the soil and are approaching a level that could be detrimental to crop production. The C and Z symbols are printed on your report for soil test Zn and Cu index levels of 2000 or more for agronomic crops; for peanuts with zinc, the level is 250. This note is designed to be a 'trigger' that allows enough time to either reduce the rate of application or find another field for application of biosolids and/or waste water. The CTL (critical toxic level) for Cu and Zn is set at a 3000 index; for peanuts with zinc, the level is 500. Maintaining a pH of 6.0 or higher may reduce potential for toxicity, especially for Zn. These levels are used by DENR as a benchmark to determine when application of waste products should be stopped. The CTL for copper and zinc was set to prevent levels from accumulating to the point where they become toxic to crops grown on a field.",,,,,2/12/2019
SL023903,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,RESSTATION,,Lenoir,B95,,0,0,0,MIN,1.74,1.1,7.5,76,1.8,5.6,197,158,50,16,89,70,,84,84,50,43,,,,0.1,"Corn, grain",0.7,120 - 160,0,0,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,"ATTENTION: This report was flagged with a 'C' and/or 'Z' to alert you that copper and/or zinc have accumulated in the soil and are approaching a level that could be detrimental to crop production. The C and Z symbols are printed on your report for soil test Zn and Cu index levels of 2000 or more for agronomic crops; for peanuts with zinc, the level is 250. This note is designed to be a 'trigger' that allows enough time to either reduce the rate of application or find another field for application of biosolids and/or waste water. The CTL (critical toxic level) for Cu and Zn is set at a 3000 index; for peanuts with zinc, the level is 500. Maintaining a pH of 6.0 or higher may reduce potential for toxicity, especially for Zn. These levels are used by DENR as a benchmark to determine when application of waste products should be stopped. The CTL for copper and zinc was set to prevent levels from accumulating to the point where they become toxic to crops grown on a field.",,,,,2/12/2019
SL023903,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,RESSTATION,,Lenoir,B96,,0,0,0,MIN,0.46,1.24,3.8,65,1.3,5.5,216,53,44,14,74,61,,62,62,37,26,,,,0.1,"Corn, grain",0.6,120 - 160,0,40,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,"ATTENTION: This report was flagged with a 'C' and/or 'Z' to alert you that copper and/or zinc have accumulated in the soil and are approaching a level that could be detrimental to crop production. The C and Z symbols are printed on your report for soil test Zn and Cu index levels of 2000 or more for agronomic crops; for peanuts with zinc, the level is 250. This note is designed to be a 'trigger' that allows enough time to either reduce the rate of application or find another field for application of biosolids and/or waste water. The CTL (critical toxic level) for Cu and Zn is set at a 3000 index; for peanuts with zinc, the level is 500. Maintaining a pH of 6.0 or higher may reduce potential for toxicity, especially for Zn. These levels are used by DENR as a benchmark to determine when application of waste products should be stopped. The CTL for copper and zinc was set to prevent levels from accumulating to the point where they become toxic to crops grown on a field.",,,,,2/12/2019
SL023903,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,RESSTATION,,Lenoir,B97,,0,0,0,MIN,0.6,1.21,4.8,82,0.8,6.2,133,86,55,18,145,101,,67,67,50,26,,,,0.1,"Corn, grain",0,120 - 160,0,0,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,"ATTENTION: This report was flagged with a 'C' and/or 'Z' to alert you that copper and/or zinc have accumulated in the soil and are approaching a level that could be detrimental to crop production. The C and Z symbols are printed on your report for soil test Zn and Cu index levels of 2000 or more for agronomic crops; for peanuts with zinc, the level is 250. This note is designed to be a 'trigger' that allows enough time to either reduce the rate of application or find another field for application of biosolids and/or waste water. The CTL (critical toxic level) for Cu and Zn is set at a 3000 index; for peanuts with zinc, the level is 500. Maintaining a pH of 6.0 or higher may reduce potential for toxicity, especially for Zn. These levels are used by DENR as a benchmark to determine when application of waste products should be stopped. The CTL for copper and zinc was set to prevent levels from accumulating to the point where they become toxic to crops grown on a field.",,,,,2/12/2019
SL023903,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,RESSTATION,,Lenoir,B98,,0,0,0,MIN,0.71,1.23,4.7,69,1.5,5.5,133,77,47,14,61,54,,39,39,32,32,,,,0.1,"Corn, grain",0.7,120 - 160,0,10,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,"ATTENTION: This report was flagged with a 'C' and/or 'Z' to alert you that copper and/or zinc have accumulated in the soil and are approaching a level that could be detrimental to crop production. The C and Z symbols are printed on your report for soil test Zn and Cu index levels of 2000 or more for agronomic crops; for peanuts with zinc, the level is 250. This note is designed to be a 'trigger' that allows enough time to either reduce the rate of application or find another field for application of biosolids and/or waste water. The CTL (critical toxic level) for Cu and Zn is set at a 3000 index; for peanuts with zinc, the level is 500. Maintaining a pH of 6.0 or higher may reduce potential for toxicity, especially for Zn. These levels are used by DENR as a benchmark to determine when application of waste products should be stopped. The CTL for copper and zinc was set to prevent levels from accumulating to the point where they become toxic to crops grown on a field.",,,,,2/12/2019
SL023903,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,RESSTATION,,Lenoir,B101,,0,0,0,MIN,0.36,1.36,2.9,33,2,4.7,244,13,23,8,67,50,,79,79,48,29,,,,0.1,Soybean,1.4,0,0,120,25,0,0,0,0,0,,3,,0,,,,,,,,,,,,"ATTENTION: This report was flagged with a 'C' and/or 'Z' to alert you that copper and/or zinc have accumulated in the soil and are approaching a level that could be detrimental to crop production. The C and Z symbols are printed on your report for soil test Zn and Cu index levels of 2000 or more for agronomic crops; for peanuts with zinc, the level is 250. This note is designed to be a 'trigger' that allows enough time to either reduce the rate of application or find another field for application of biosolids and/or waste water. The CTL (critical toxic level) for Cu and Zn is set at a 3000 index; for peanuts with zinc, the level is 500. Maintaining a pH of 6.0 or higher may reduce potential for toxicity, especially for Zn. These levels are used by DENR as a benchmark to determine when application of waste products should be stopped. The CTL for copper and zinc was set to prevent levels from accumulating to the point where they become toxic to crops grown on a field.",,,,,2/12/2019
SL023903,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,RESSTATION,,Lenoir,B102,,0,0,0,MIN,0.36,1.36,2.5,23,1.9,4.5,261,12,16,5,70,52,,25,25,35,28,,,,0.1,Soybean,1.4,0,0,120,25,0,0,6,0,0,,3,,0,,,,,,,,,,,,"ATTENTION: This report was flagged with a 'C' and/or 'Z' to alert you that copper and/or zinc have accumulated in the soil and are approaching a level that could be detrimental to crop production. The C and Z symbols are printed on your report for soil test Zn and Cu index levels of 2000 or more for agronomic crops; for peanuts with zinc, the level is 250. This note is designed to be a 'trigger' that allows enough time to either reduce the rate of application or find another field for application of biosolids and/or waste water. The CTL (critical toxic level) for Cu and Zn is set at a 3000 index; for peanuts with zinc, the level is 500. Maintaining a pH of 6.0 or higher may reduce potential for toxicity, especially for Zn. These levels are used by DENR as a benchmark to determine when application of waste products should be stopped. The CTL for copper and zinc was set to prevent levels from accumulating to the point where they become toxic to crops grown on a field.",,,,,2/12/2019
SL023903,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,RESSTATION,,Lenoir,B111,,0,0,0,MIN,0.6,1.19,7,75,1.8,5.5,716,46,63,9,124,84,,1429,1429,132,27,,,,0.1,Soybean,0.8,0,0,50,0,0,0,0,0,0,,3,,0,,,,,,,,,,,,"ATTENTION: This report was flagged with a 'C' and/or 'Z' to alert you that copper and/or zinc have accumulated in the soil and are approaching a level that could be detrimental to crop production. The C and Z symbols are printed on your report for soil test Zn and Cu index levels of 2000 or more for agronomic crops; for peanuts with zinc, the level is 250. This note is designed to be a 'trigger' that allows enough time to either reduce the rate of application or find another field for application of biosolids and/or waste water. The CTL (critical toxic level) for Cu and Zn is set at a 3000 index; for peanuts with zinc, the level is 500. Maintaining a pH of 6.0 or higher may reduce potential for toxicity, especially for Zn. These levels are used by DENR as a benchmark to determine when application of waste products should be stopped. The CTL for copper and zinc was set to prevent levels from accumulating to the point where they become toxic to crops grown on a field.",,,,,2/12/2019
SL023903,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,RESSTATION,,Lenoir,B112,,0,0,0,MIN,0.36,1.37,3,41,1.8,4.8,327,12,30,9,117,80,,78,78,63,28,,,,0.1,Soybean,1.2,0,0,120,25,0,0,0,0,0,,3,,0,,,,,,,,,,,,"ATTENTION: This report was flagged with a 'C' and/or 'Z' to alert you that copper and/or zinc have accumulated in the soil and are approaching a level that could be detrimental to crop production. The C and Z symbols are printed on your report for soil test Zn and Cu index levels of 2000 or more for agronomic crops; for peanuts with zinc, the level is 250. This note is designed to be a 'trigger' that allows enough time to either reduce the rate of application or find another field for application of biosolids and/or waste water. The CTL (critical toxic level) for Cu and Zn is set at a 3000 index; for peanuts with zinc, the level is 500. Maintaining a pH of 6.0 or higher may reduce potential for toxicity, especially for Zn. These levels are used by DENR as a benchmark to determine when application of waste products should be stopped. The CTL for copper and zinc was set to prevent levels from accumulating to the point where they become toxic to crops grown on a field.",,,,,2/12/2019
SL023903,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,RESSTATION,,Lenoir,B113,,0,0,0,MIN,0.36,1.39,2.8,44,1.6,5,294,11,32,10,147,98,,46,46,59,25,,,,0,Soybean,1,0,0,120,0,25,0,0,0,0,,3,,0,,,,,,,,,,,,"ATTENTION: This report was flagged with a 'C' and/or 'Z' to alert you that copper and/or zinc have accumulated in the soil and are approaching a level that could be detrimental to crop production. The C and Z symbols are printed on your report for soil test Zn and Cu index levels of 2000 or more for agronomic crops; for peanuts with zinc, the level is 250. This note is designed to be a 'trigger' that allows enough time to either reduce the rate of application or find another field for application of biosolids and/or waste water. The CTL (critical toxic level) for Cu and Zn is set at a 3000 index; for peanuts with zinc, the level is 500. Maintaining a pH of 6.0 or higher may reduce potential for toxicity, especially for Zn. These levels are used by DENR as a benchmark to determine when application of waste products should be stopped. The CTL for copper and zinc was set to prevent levels from accumulating to the point where they become toxic to crops grown on a field.",,,,,2/12/2019
SL023903,Caswell Research Farm,2415 W Vernon Ave,,Kinston,NC,28504,RESSTATION,,Lenoir,B61,,0,0,0,MIN,0.51,1.31,4.8,61,1.8,5.1,450,45,49,7,222,150,,630,630,429,30,,,,0.1,"Corn, grain",1.1,120 - 160,0,50,25,0,0,0,0,0,,3,,0,,,,,,,,,,,,"ATTENTION: This report was flagged with a 'C' and/or 'Z' to alert you that copper and/or zinc have accumulated in the soil and are approaching a level that could be detrimental to crop production. The C and Z symbols are printed on your report for soil test Zn and Cu index levels of 2000 or more for agronomic crops; for peanuts with zinc, the level is 250. This note is designed to be a 'trigger' that allows enough time to either reduce the rate of application or find another field for application of biosolids and/or waste water. The CTL (critical toxic level) for Cu and Zn is set at a 3000 index; for peanuts with zinc, the level is 500. Maintaining a pH of 6.0 or higher may reduce potential for toxicity, especially for Zn. These levels are used by DENR as a benchmark to determine when application of waste products should be stopped. The CTL for copper and zinc was set to prevent levels from accumulating to the point where they become toxic to crops grown on a field.",,,,,2/12/2019
