REPORT#,GROWER,ADDRESS,ADDRESS 2,CITY,STATE,ZIP,FARM ,LAYERID,COUNTY,SAMPLE ID,LAST CROP,LIME MONTH,LIME YEAR,LIME IN TONNES,SOIL CLASS,HMA RESULT,VW RESULT,CATION EXCHANGE,BASE SAT.,AC,pH,P,K,Ca,Mg,Mn,Mn Avail Crop1,Mn Avail Crop2,Zn,Zn Avail,Cu,S,SS Result,NN Result,AM Result,Na,Crop 1,LIME CROP1,NIT CROP1,PHO CROP1,POT CROP1,Mg CROP1,S CROP1,Cu CROP1,Zn CROP1,B CROP1,Mn CROP1,Comment Crop1,Note CROP1,Crop 2,LIME CROP2,NIT CROP2,PHO CROP2,POT CROP2,Mg CROP2,Cu CROP2,Zn CROP2,B CROP2,Mn CROP2,Comment Crop2,Note CROP2,Rpt CoverType (Rpt Soil Notes),Narrative,Copy1,Copy2,Copy3,Copy4,Complete Date
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,,,Sampson,A11,,2,2017,0.3,MIN,0.32,1.38,1.9,69,0.6,5.4,168,44,41,17,58,45,52,119,119,94,16,,,,0.1,"Vegetables, other",0.3, 80-100,0,130,0,25,0,0,0,0,,6,"Corn, grain",0,120 - 160,0,50,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,,,Sampson,A12,,0,0,0,MIN,0.27,1.43,2.8,74,0.7,5.8,195,66,43,20,95,67,74,275,275,82,14,,,,0.1,"Vegetables, other",0, 80-100,0,80,0,25,0,0,0,0,,6,"Corn, grain",0,120 - 160,0,20,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,,,Sampson,A13,,2,2017,0.5,MIN,0.18,1.43,2.5,67,0.8,5.4,149,57,39,16,70,52,59,64,64,49,18,,,,0.1,"Vegetables, other",0.3, 80-100,0,100,0,25,0,0,0,0,,6,"Corn, grain",0,120 - 160,0,30,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,,,Sampson,B1,,0,0,0,MIN,0.22,1.47,2.5,72,0.7,5.6,203,37,51,14,78,64,64,174,174,104,13,,,,0.1,Sweetpotato,0.3, 60-90,0,100,0,25,0,0,0.5,0,,6,"Corn, grain",0,120 - 160,0,60,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,,,Sampson,B2,,0,0,0,MIN,0.18,1.46,2.2,73,0.6,5.7,122,65,41,17,63,55,55,81,81,112,13,,,,0.1,Sweetpotato,0, 60-90,0,20,0,25,0,0,0.5,0,,6,"Corn, grain",0,120 - 160,0,20,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,,,Sampson,B3,,0,0,0,MIN,0.22,1.44,2.4,71,0.7,5.6,174,64,44,14,83,67,67,149,149,81,15,,,,0.1,Sweetpotato,0.3, 60-90,0,20,0,25,0,0,0.5,0,,6,"Corn, grain",0,120 - 160,0,20,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,,,Sampson,B4,,0,0,0,MIN,0.22,1.43,2.3,74,0.6,5.7,104,46,48,17,59,52,52,116,116,66,11,,,,0.1,Sweetpotato,0, 60-90,0,70,0,25,0,0,0.5,0,,6,"Corn, grain",0,120 - 160,0,50,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,,,Sampson,B5,,0,0,0,MIN,0.22,1.5,1.8,63,0.7,5.4,131,49,37,13,78,64,64,81,81,90,16,,,,0.1,Sweetpotato,0.4, 60-90,0,60,25,25,0,0,0.5,0,,6,"Corn, grain",0,120 - 160,0,40,$,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,,,Sampson,B6,,0,0,0,MIN,0.27,1.48,2.2,68,0.7,5.5,134,74,34,17,79,64,64,92,92,80,62,,,,0.1,Sweetpotato,0.3, 60-90,0,0,0,0,0,0,0.5,0,,6,"Corn, grain",0,120 - 160,0,10,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,,,Sampson,B07,,0,0,0,MIN,0.32,1.41,2.8,64,1,5.4,135,55,41,13,42,42,35,53,53,39,29,,,,0.1,Sweetpotato,0.5, 60-90,0,50,0,0,0,0,0.5,0,,6,Soybean,0,0,0,30,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,,,Sampson,C1,,0,0,0,MIN,0.71,1.21,6.1,35,3.9,4.1,179,41,23,9,26,,,90,90,50,40,,,,0.1,"Blueberry, M",0, 30-60,0,10,0,0,0,0,0,,,18,"Blueberry, M",0, 30-60,0,10,0,0,0,0,,,18,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,,,Sampson,E1,,0,0,0,MIN,0.92,1.3,5.3,78,1.2,5.9,262,91,53,17,139,93,93,106,106,91,36,,,,0.1,"Vegetables, other",0, 80-100,0,40,0,0,0,0,0,0,,6,Soybean,0,0,0,0,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,,,Sampson,E2,,0,0,0,MIN,0.32,1.3,3.2,75,0.8,5.9,174,86,42,20,102,71,71,76,76,52,20,,,,0.1,"Vegetables, other",0, 80-100,0,40,0,25,0,0,0,0,,6,Soybean,0,0,0,0,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,,,Sampson,E3,,0,0,0,MIN,0.27,1.36,2.6,67,0.8,5.4,214,49,42,16,102,71,71,93,93,59,20,,,,0.1,"Vegetables, other",0.4, 80-100,0,110,0,25,0,0,0,0,,6,Soybean,0,0,0,40,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,,,Sampson,E04A,,0,0,0,MIN,0.18,1.4,3.3,72,0.9,5.6,190,45,44,21,52,48,41,189,189,56,17,,,,0.1,"Grape, M",0.4,Note 18,0,60,0,25,0,0,0.5,0,,18,Soybean,0,0,0,50,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,,,Sampson,F1,,0,0,0,MIN,0.13,1.41,3.4,75,0.8,5.6,217,53,52,15,70,52,52,100,100,65,84,,,,0.1,Cantaloupe/Melons,0.3, 60-80,0,110,0,0,0,0,1,0,,6,Soybean,0,0,0,40,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,,,Sampson,F2,,0,0,0,MIN,0.18,1.48,2.2,67,0.7,5.6,225,40,45,13,94,66,66,86,86,130,16,,,,0.1,"Vegetables, other",0.3, 80-100,0,140,0,25,0,0,0,0,,6,Soybean,0,0,0,60,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,,,Sampson,F3,,2,2017,0.4,MIN,0.09,1.48,2.3,75,0.6,5.9,145,42,47,19,68,51,51,71,71,114,23,,,,0.1,"Vegetables, other",0, 80-100,0,130,0,25,0,0,0,0,,6,Soybean,0,0,0,50,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,,,Sampson,F4,,0,0,0,MIN,0.18,1.5,2.5,78,0.6,6,214,31,57,14,101,71,71,130,130,240,32,,,,0.1,"Vegetables, other",0, 80-100,0,160,0,0,0,0,0,0,,6,Soybean,0,0,0,80,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,,,Sampson,F5,,0,0,0,MIN,0.46,1.43,4.4,80,0.9,5.8,252,128,49,16,117,80,80,101,101,85,83,,,,0.1,"Vegetables, other",0, 80-100,0,0,0,0,0,0,0,0,,6,Soybean,0,0,0,0,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,,,Sampson,F6,,0,0,0,MIN,0.09,1.46,2.6,80,0.5,6,173,42,55,17,97,75,75,192,192,85,46,,,,0.1,Sweetpotato,0, 60-90,0,90,0,0,0,0,0.5,0,,6,Sweetpotato,0, 60-90,0,90,0,0,0,0.5,0,,6,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,,,Sampson,F7,,0,0,0,MIN,0.13,1.45,1.8,56,0.8,5.2,161,45,33,10,84,60,60,72,72,110,13,,,,0.1,"Vegetables, other",0.5, 80-100,0,120,25,25,0,0,0,0,,6,Soybean,0,0,0,50,$,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,,,Sampson,F8,,0,0,0,MIN,0.09,1.48,1.8,69,0.6,5.8,122,30,43,17,55,43,43,58,58,58,10,,,,0.1,"Vegetables, other",0, 80-100,0,160,0,25,0,0,0,0,,6,Soybean,0,0,0,80,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,,,Sampson,F9,,0,0,0,MIN,0.41,1.37,4,79,0.8,5.9,146,101,50,17,108,75,75,79,79,111,79,,,,0.1,"Vegetables, other",0, 80-100,0,20,0,0,0,0,0,0,,6,Soybean,0,0,0,0,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,1/25/2018
SL021327,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,,,Sampson,F10,,0,0,0,MIN,0.18,1.45,2.2,69,0.7,5.7,161,33,48,13,107,74,74,73,73,70,14,,,,0.1,"Vegetables, other",0, 80-100,0,150,0,25,0,0,0,0,,6,Soybean,0,0,0,70,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,1/25/2018
