REPORT#,GROWER,ADDRESS,ADDRESS 2,CITY,STATE,ZIP,FARM ,LAYERID,COUNTY,SAMPLE ID,LAST CROP,LIME MONTH,LIME YEAR,LIME IN TONNES,SOIL CLASS,HMA RESULT,VW RESULT,CATION EXCHANGE,BASE SAT.,AC,pH,P,K,Ca,Mg,Mn,Mn Avail Crop1,Mn Avail Crop2,Zn,Zn Avail,Cu,S,SS Result,NN Result,AM Result,Na,Crop 1,LIME CROP1,NIT CROP1,PHO CROP1,POT CROP1,Mg CROP1,S CROP1,Cu CROP1,Zn CROP1,B CROP1,Mn CROP1,Comment Crop1,Note CROP1,Crop 2,LIME CROP2,NIT CROP2,PHO CROP2,POT CROP2,Mg CROP2,Cu CROP2,Zn CROP2,B CROP2,Mn CROP2,Comment Crop2,Note CROP2,Rpt CoverType (Rpt Soil Notes),Narrative,Copy1,Copy2,Copy3,Copy4,Complete Date
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,B06,,0,0,0,MIN,0.27,1.44,2.4,73,0.6,5.8,152,42,46,18,75,55,55,112,112,61,44,,,,0.1,"Vegetables, other",0, 80-100,0,130,0,0,0,0,0,0,,6,Soybean,0,0,0,50,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,B07,,0,0,0,MIN,0.41,1.4,2.5,74,0.6,5.8,103,35,47,21,38,33,33,41,41,27,44,,,,0.1,"Vegetables, other",0, 80-100,20,150,0,0,0,0,0,0,,6,Soybean,0,0,0,70,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,C01,,0,0,0,MIN,1.31,1.07,6.4,40,3.8,4.2,152,41,26,11,30,,,116,116,57,46,,,,0.1,"Blueberry, M",0, 30-60,0,0,0,0,0,0,0,,,18,"Blueberry, M",0, 30-60,0,0,0,0,0,0,,,18,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,E04,,3,2019,0.6,MIN,0.32,1.29,4.7,86,0.7,6.3,155,33,57,25,79,60,60,308,308,47,43,,,,0.2,"Grape, M",0,Note 18,0,80,0,0,0,0,0.5,0,,18,"Grape, M",0,Note 18,0,80,0,0,0,0.5,0,,18,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,G01,,3,2019,0.3,MIN,0.56,1.3,3.4,80,0.7,6,183,70,52,18,120,82,82,102,102,79,43,,,,0.1,"Vegetables, other",0, 80-100,0,70,0,0,0,0,0,0,,6,Soybean,0,0,0,10,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,G04,,0,0,0,MIN,0.18,1.35,2,76,0.5,6.1,147,30,47,22,59,44,44,76,76,31,37,,,,0.1,"Vegetables, other",0, 80-100,0,160,0,0,0,0,0,0,,6,Soybean,0,0,0,80,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,G06,,0,0,0,MIN,0.18,1.36,1.8,62,0.7,5.3,111,23,42,13,42,35,35,29,29,35,31,,,,0.1,Soybean,0.4,0,0,90,25,0,0,0,0,0,,3,"Vegetables, other",0, 80-100,10,180,$,0,0,0,0,,6,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,G07,,0,0,0,MIN,0.18,1.31,1.8,61,0.7,5.3,121,25,43,11,42,35,35,52,52,33,26,,,,0.1,Soybean,0.4,0,0,90,25,0,0,0,0,0,,3,"Vegetables, other",0, 80-100,0,180,$,0,0,0,0,,6,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,H02,,0,0,0,MIN,0.18,1.51,2.1,70,0.6,5.7,217,17,49,17,108,75,82,189,189,131,26,,,,0.1,Soybean,0.3,0,0,110,0,0,0,0,0,0,,3,Sweetpotato,0, 60-90,0,180,0,0,0,0.5,0,,6,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,M01,,0,0,0,MIN,0.32,1.4,2.2,59,0.9,5.3,193,22,41,13,76,56,63,74,74,56,28,,,,0.1,Soybean,0.5,0,0,100,0,0,0,0,0,0,,3,Sweetpotato,0, 60-90,0,160,0,0,0,0.5,0,,6,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,M02,,3,2019,0.3,MIN,0.41,1.39,2.7,72,0.8,5.8,234,59,41,19,90,64,71,98,98,71,34,,,,0.1,Soybean,0,0,0,30,0,0,0,0,0,0,,3,Sweetpotato,0, 60-90,0,40,0,0,0,0.5,0,,6,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,M03,,3,2019,0.3,MIN,0.27,1.33,2.1,68,0.7,5.7,167,49,38,18,70,52,59,99,99,51,24,,,,0.1,Soybean,0,0,0,40,0,25,0,0,0,0,,3,Sweetpotato,0, 60-90,0,60,0,0,0,0.5,0,,6,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,G08,,0,0,0,MIN,0.18,1.4,1.7,63,0.6,5.4,136,22,43,14,57,44,44,136,136,49,17,,,,0.1,"Strawberry, E",0.3, 30-60,0,110,25,25,0,0,1,0,,18,Soybean,0,0,0,100,$,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,G09,,3,2019,0.4,MIN,0.22,1.38,2.1,73,0.6,6,160,39,42,22,88,63,63,84,84,42,14,,,,0.1,Soybean,0,0,0,60,0,25,0,0,0,0,,3,"Vegetables, other",0, 80-100,0,140,0,0,0,0,0,,6,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,G10,,0,0,0,MIN,0.22,1.42,1.6,60,0.6,5.4,165,16,41,14,103,72,72,86,86,45,20,,,,0.1,Soybean,0.3,0,0,110,25,25,0,0,0,0,,3,"Vegetables, other",0, 80-100,0,200,$,0,0,0,0,,6,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,G11,,0,0,0,MIN,0.13,1.32,1.7,62,0.6,5.5,76,24,40,16,31,,,40,40,27,26,,,,0.1,"Hardwood, M",0, 80-120,0,30,0,,0,0,,,,11,"Hardwood, M",0, 80-120,0,30,0,0,0,,,,11,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,G12,,0,0,0,MIN,0.18,1.3,2.3,74,0.6,6,97,35,48,19,43,,,69,69,28,30,,,,0.1,"Hardwood, M",0, 80-120,0,10,0,,0,0,,,,11,"Hardwood, M",0, 80-120,0,10,0,0,0,,,,11,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,M05,,3,2019,0.3,MIN,0.6,1.33,3,76,0.7,6,179,51,51,17,89,63,63,111,111,74,28,,,,0.1,"Vegetables, other",0, 80-100,0,110,0,0,0,0,0,0,,6,Soybean,0,0,0,40,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,M06,,3,2019,0.5,MIN,0.22,1.38,1.9,73,0.5,6,96,33,44,20,52,41,41,57,57,37,23,,,,0.1,"Vegetables, other",0, 80-100,30,150,0,25,0,0,0,0,,6,Soybean,0,0,0,70,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,M07,,3,2019,0.4,MIN,0.32,1.4,2.2,73,0.6,6.1,183,21,46,22,67,49,49,76,76,59,23,,,,0.1,"Vegetables, other",0, 80-100,0,190,0,25,0,0,0,0,,6,Soybean,0,0,0,100,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,M08,,0,0,0,MIN,0.18,1.39,1.8,66,0.6,5.6,99,44,37,16,45,37,37,45,45,40,23,,,,0.1,"Vegetables, other",0.3, 80-100,30,130,0,25,0,0,0,0,,6,Soybean,0,0,0,50,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,M09,,0,0,0,MIN,0.18,1.32,2,69,0.6,5.7,125,52,41,15,69,51,51,72,72,68,37,,,,0.1,"Vegetables, other",0.3, 80-100,0,110,0,0,0,0,0,0,,6,Soybean,0,0,0,40,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,M11,,0,0,0,MIN,0.22,1.37,1.9,68,0.6,5.6,110,47,39,17,50,40,40,50,50,43,39,,,,0.1,"Vegetables, other",0.3, 80-100,10,120,0,0,0,0,0,0,,6,Soybean,0,0,0,50,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,12/16/2019
SL017723,Horticultural Crops Research Station / Clinton,2450 Faison Hwy,,Clinton,NC,28328,Resstation,,Sampson,M12,,0,0,0,MIN,0.27,1.25,2.7,79,0.6,6,122,87,46,17,54,42,42,46,46,67,32,,,,0.1,"Vegetables, other",0, 80-100,0,40,0,0,0,0,0,0,,6,Soybean,0,0,0,0,0,0,0,0,0,,3,,"Blueberry hardly ever needs lime; no lime should be applied unless advised by an experienced consultant. Soil pH in the 4.0 to 5.0 range is preferable. If you received a lime recommendation on the report, it is due to the second crop code selection. Our recommendation program provides a lime recommendation for the crop with the highest target pH. This lime recommendation when it exists will always appear next to the first crop. If there is confusion about this, please contact us. Also read Note 18 that can be accessed by a hyperlink found on the report.",,,,,12/16/2019
